OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost
SO - 0010223,13-03-2017,27,Export,USD,FLR025,63,15,11,2358.40,25942.40,1698.05
SO - 0010448,13-03-2017,91,Wholesale,USD,FLR025,66,8,10,3959.70,39597.00,3088.57
SO - 0010684,13-03-2017,15,Wholesale,USD,AXW291,8,4,6,964.80,5788.80,578.88
SO - 0010765,13-03-2017,119,Distributor,USD,GUT930,32,1,8,1018.40,8147.20,661.96
SO - 0008484,14-03-2017,20,Wholesale,USD,GUT930,44,22,7,703.50,4924.50,457.28
SO - 0009437,14-03-2017,97,Distributor,USD,AXW291,14,14,9,1072.00,9648.00,728.96
SO - 0009764,14-03-2017,158,Wholesale,USD,GUT930,34,20,11,3604.60,39650.60,2198.81
SO - 0009958,14-03-2017,33,Wholesale,USD,NXH382,49,26,8,2358.40,18867.20,1108.45
SO - 0010108,14-03-2017,38,Wholesale,USD,GUT930,41,2,5,201.00,1005.00,158.79
SO - 0010199,14-03-2017,79,Wholesale,USD,AXW291,26,16,11,247.90,2726.90,195.84
SO - 0010694,14-03-2017,89,Wholesale,USD,GUT930,44,26,8,1078.70,8629.60,787.45
SO - 0009006,15-03-2017,133,Export,USD,GUT930,40,1,8,1018.40,8147.20,549.94
SO - 0009022,15-03-2017,100,Distributor,USD,AXW291,2,13,9,3926.20,35335.80,3140.96
SO - 0009363,15-03-2017,91,Wholesale,USD,AXW291,2,26,9,2278.00,20502.00,1161.78
SO - 0009732,15-03-2017,48,Wholesale,USD,AXW291,1,17,11,871.00,9581.00,540.02
SO - 0009898,15-03-2017,67,Export,USD,AXW291,16,27,8,6545.90,52367.20,3469.33
SO - 0010021,15-03-2017,46,Distributor,USD,GUT930,41,1,9,1072.00,9648.00,493.12
SO - 0010338,15-03-2017,19,Wholesale,USD,AXW291,19,4,10,227.80,2278.00,134.40
SO - 0010443,15-03-2017,157,Wholesale,USD,AXW291,30,25,5,1031.80,5159.00,629.40
SO - 0008254,16-03-2017,148,Wholesale,USD,FLR025,63,16,8,1031.80,8254.40,815.12
SO - 0008426,16-03-2017,43,Distributor,USD,GUT930,42,14,6,1092.10,6552.60,753.55
SO - 0008683,16-03-2017,82,Export,USD,FLR025,60,30,5,167.50,837.50,85.43
SO - 0008896,16-03-2017,27,Wholesale,USD,AXW291,24,5,12,3865.90,46390.80,2860.77
SO - 0009261,16-03-2017,22,Wholesale,USD,NXH382,55,13,12,1132.30,13587.60,611.44
SO - 0009499,16-03-2017,80,Distributor,USD,AXW291,17,28,9,1005.00,9045.00,532.65
SO - 0009552,16-03-2017,55,Wholesale,USD,GUT930,42,6,12,214.40,2572.80,143.65
SO - 0009803,16-03-2017,122,Distributor,USD,AXW291,16,3,9,790.60,7115.40,347.86
SO - 0009903,16-03-2017,11,Wholesale,USD,AXW291,6,11,11,3973.10,43704.10,3337.40
SO - 0009934,16-03-2017,33,Export,USD,NXH382,49,3,11,2519.20,27711.20,1058.06
SO - 0010045,16-03-2017,144,Distributor,USD,AXW291,27,6,10,3899.40,38994.00,3119.52
SO - 0010155,16-03-2017,118,Export,USD,AXW291,26,4,11,214.40,2358.40,141.50
SO - 0010662,16-03-2017,118,Wholesale,USD,AXW291,7,15,6,2921.20,17527.20,2307.75
SO - 0008845,17-03-2017,175,Wholesale,USD,GUT930,42,18,9,1252.90,11276.10,751.74
SO - 0009030,17-03-2017,142,Distributor,USD,GUT930,40,5,8,2452.20,19617.60,1642.97
SO - 0009150,17-03-2017,135,Wholesale,USD,AXW291,16,6,11,884.40,9728.40,442.20
SO - 0009231,17-03-2017,155,Wholesale,USD,NXH382,53,25,8,2010.00,16080.00,1386.90
SO - 0009564,17-03-2017,161,Distributor,USD,NXH382,51,17,10,1112.20,11122.00,500.49
SO - 0009993,17-03-2017,49,Wholesale,USD,AXW291,23,1,11,3872.60,42598.60,1665.22
SO - 0010083,17-03-2017,30,Distributor,USD,AXW291,8,6,10,1192.60,11926.00,954.08
SO - 0010432,17-03-2017,45,Export,USD,GUT930,42,15,5,3142.30,15711.50,2513.84
SO - 0010610,17-03-2017,54,Export,USD,AXW291,2,15,11,2432.10,26753.10,1970.00
SO - 0008130,18-03-2017,137,Export,USD,AXW291,24,25,10,2338.30,23383.00,1099.00
SO - 0008188,18-03-2017,15,Distributor,USD,AXW291,8,29,12,2633.10,31597.20,1895.83
SO - 0008459,18-03-2017,105,Export,USD,AXW291,25,26,9,1112.20,10009.80,633.95
SO - 0008631,18-03-2017,120,Distributor,USD,FLR025,62,1,9,2291.40,20622.60,1283.18
SO - 0008824,18-03-2017,25,Wholesale,USD,NXH382,50,13,5,804.00,4020.00,683.40
SO - 0009001,18-03-2017,127,Wholesale,USD,AXW291,13,10,8,991.60,7932.80,773.45
SO - 0009430,18-03-2017,8,Wholesale,USD,AXW291,6,19,12,3912.80,46953.60,1643.38
SO - 0009890,18-03-2017,97,Wholesale,USD,FLR025,63,14,11,3912.80,43040.80,2934.60
SO - 0010054,18-03-2017,168,Wholesale,USD,FLR025,64,7,9,1018.40,9165.60,488.83
SO - 0010229,18-03-2017,61,Distributor,USD,NXH382,58,1,5,2800.60,14003.00,1680.36
SO - 0010295,18-03-2017,105,Wholesale,USD,GUT930,40,2,7,2894.40,20260.80,2402.35
SO - 0010510,18-03-2017,59,Wholesale,USD,AXW291,12,13,8,3879.30,31034.40,1862.06
SO - 0010704,18-03-2017,24,Wholesale,USD,GUT930,42,26,9,1755.40,15798.60,877.70
SO - 0008467,19-03-2017,29,Wholesale,USD,AXW291,16,7,7,2405.30,16837.10,1154.54
SO - 0008472,19-03-2017,36,Distributor,USD,AXW291,22,18,5,3825.70,19128.50,2257.16
SO - 0008831,19-03-2017,158,Distributor,USD,AXW291,3,26,10,1983.20,19832.00,1189.92
SO - 0009247,19-03-2017,4,Wholesale,USD,GUT930,40,5,5,2633.10,13165.50,1606.19
SO - 0009344,19-03-2017,122,Wholesale,USD,AXW291,29,6,9,1058.60,9527.40,762.19
SO - 0009455,19-03-2017,65,Distributor,USD,AXW291,1,5,9,3939.60,35456.40,2481.95
SO - 0009837,19-03-2017,106,Wholesale,USD,NXH382,57,9,10,5286.30,52863.00,2325.97
SO - 0009876,19-03-2017,71,Distributor,USD,FLR025,60,5,12,2231.10,26773.20,1762.57
SO - 0010093,19-03-2017,144,Distributor,USD,GUT930,41,30,8,1072.00,8576.00,621.76
SO - 0010315,19-03-2017,138,Wholesale,USD,NXH382,55,5,12,897.80,10773.60,673.35
SO - 0010387,19-03-2017,161,Export,USD,FLR025,61,25,10,1038.50,10385.00,571.18
SO - 0010411,19-03-2017,2,Wholesale,USD,FLR025,65,1,11,3122.20,34344.20,1498.66
SO - 0010565,19-03-2017,94,Distributor,USD,AXW291,17,22,9,911.20,8200.80,537.61
SO - 0008678,20-03-2017,53,Wholesale,USD,AXW291,3,12,11,5788.80,63676.80,4457.38
SO - 0008804,20-03-2017,100,Wholesale,USD,NXH382,58,3,10,3892.70,38927.00,2335.62
SO - 0008904,20-03-2017,139,Export,USD,GUT930,34,17,12,6378.40,76540.80,3508.12
SO - 0009038,20-03-2017,118,Wholesale,USD,FLR025,66,23,12,1031.80,12381.60,495.26
SO - 0009662,20-03-2017,76,Export,USD,FLR025,62,18,6,3986.50,23919.00,2511.50
SO - 0010383,20-03-2017,173,Export,USD,AXW291,17,14,8,5607.90,44863.20,4374.16
SO - 0010683,20-03-2017,112,Wholesale,USD,AXW291,3,25,9,817.40,7356.60,531.31
SO - 0010734,20-03-2017,98,Distributor,USD,NXH382,55,7,5,3651.50,18257.50,2409.99
SO - 0008840,21-03-2017,156,Distributor,USD,AXW291,7,2,7,844.20,5909.40,616.27
SO - 0009064,21-03-2017,128,Wholesale,USD,FLR025,65,25,9,1132.30,10190.70,871.87
SO - 0009172,21-03-2017,63,Distributor,USD,NXH382,58,26,9,3886.00,34974.00,2059.58
SO - 0009531,21-03-2017,30,Wholesale,USD,AXW291,24,6,6,2324.90,13949.40,1534.43
SO - 0009644,21-03-2017,43,Wholesale,USD,NXH382,57,16,11,234.50,2579.50,157.12
SO - 0009821,21-03-2017,103,Wholesale,USD,GUT930,45,1,9,1031.80,9286.20,804.80
SO - 0010339,21-03-2017,79,Export,USD,AXW291,2,19,7,938.00,6566.00,712.88
SO - 0008248,22-03-2017,75,Distributor,USD,GUT930,41,17,11,1701.80,18719.80,1429.51
SO - 0008256,22-03-2017,76,Wholesale,USD,AXW291,31,30,8,2525.90,20207.20,1869.17
SO - 0008686,22-03-2017,146,Export,USD,NXH382,47,21,7,3189.20,22324.40,2647.04
SO - 0009326,22-03-2017,49,Export,USD,AXW291,4,20,7,2458.90,17212.30,1032.74
SO - 0009351,22-03-2017,174,Export,USD,AXW291,11,26,8,3430.40,27443.20,2401.28
SO - 0009365,22-03-2017,174,Distributor,USD,FLR025,62,5,12,864.30,10371.60,561.80
SO - 0009449,22-03-2017,7,Export,USD,FLR025,62,30,5,3973.10,19865.50,2066.01
SO - 0009810,22-03-2017,38,Export,USD,AXW291,14,15,12,1092.10,13105.20,655.26
SO - 0010060,22-03-2017,168,Wholesale,USD,GUT930,39,2,11,2331.60,25647.60,1725.38
SO - 0010117,22-03-2017,29,Wholesale,USD,GUT930,44,20,9,3892.70,35034.30,2997.38
SO - 0010364,22-03-2017,67,Distributor,USD,AXW291,1,15,6,3899.40,23396.40,3275.50
SO - 0008196,23-03-2017,98,Wholesale,USD,GUT930,31,1,11,3953.00,43483.00,3320.52
SO - 0008437,23-03-2017,144,Export,USD,GUT930,43,18,9,958.10,8622.90,479.05
SO - 0008438,23-03-2017,46,Wholesale,USD,GUT930,46,14,11,911.20,10023.20,419.15
SO - 0008521,23-03-2017,169,Wholesale,USD,AXW291,28,18,12,3082.00,36984.00,1356.08
SO - 0008549,23-03-2017,23,Distributor,USD,AXW291,25,15,11,1333.30,14666.30,879.98
SO - 0008685,23-03-2017,50,Distributor,USD,AXW291,3,26,8,2499.10,19992.80,1774.36
SO - 0008764,23-03-2017,55,Export,USD,GUT930,33,26,9,2237.80,20140.20,984.63
SO - 0008811,23-03-2017,70,Distributor,USD,GUT930,44,4,9,5587.80,50290.20,4637.87
SO - 0008944,23-03-2017,63,Wholesale,USD,NXH382,55,7,11,1902.80,20930.80,1217.79
SO - 0009334,23-03-2017,127,Distributor,USD,NXH382,50,16,6,5453.80,32722.80,2890.51
SO - 0009427,23-03-2017,99,Wholesale,USD,FLR025,66,4,6,3845.80,23074.80,1769.07
SO - 0009816,23-03-2017,54,Wholesale,USD,AXW291,9,14,12,3664.90,43978.80,2198.94
SO - 0010478,23-03-2017,105,Wholesale,USD,NXH382,53,22,12,1038.50,12462.00,508.87
SO - 0010615,23-03-2017,53,Distributor,USD,AXW291,26,25,9,3953.00,35577.00,3360.05
SO - 0008163,24-03-2017,37,Distributor,USD,NXH382,47,13,9,5480.60,49325.40,4439.29
SO - 0009115,24-03-2017,143,Distributor,USD,AXW291,22,5,10,2311.50,23115.00,1086.41
SO - 0009156,24-03-2017,173,Wholesale,USD,GUT930,41,13,11,1742.00,19162.00,992.94
SO - 0009425,24-03-2017,16,Distributor,USD,NXH382,58,25,10,167.50,1675.00,130.65
SO - 0009731,24-03-2017,62,Export,USD,NXH382,53,24,5,1922.90,9614.50,1538.32
SO - 0010556,24-03-2017,86,Wholesale,USD,GUT930,43,26,6,3383.50,20301.00,2774.47
SO - 0008120,25-03-2017,134,Wholesale,USD,FLR025,65,7,6,991.60,5949.60,793.28
SO - 0008958,25-03-2017,112,Wholesale,USD,AXW291,1,22,6,1112.20,6673.20,778.54
SO - 0010316,25-03-2017,82,Wholesale,USD,NXH382,58,17,6,1051.90,6311.40,809.96
SO - 0010649,25-03-2017,148,Wholesale,USD,FLR025,61,2,6,1782.20,10693.20,1051.50
SO - 0008186,26-03-2017,109,Wholesale,USD,NXH382,59,25,7,964.80,6753.60,395.57
SO - 0008590,26-03-2017,77,Distributor,USD,GUT930,36,20,11,3939.60,43335.60,1733.42
SO - 0008856,26-03-2017,106,Wholesale,USD,FLR025,63,25,10,1038.50,10385.00,498.48
SO - 0008899,26-03-2017,113,Distributor,USD,AXW291,17,13,7,5688.30,39818.10,2502.85
SO - 0009371,26-03-2017,116,Wholesale,USD,NXH382,56,25,8,2646.50,21172.00,1905.48
SO - 0009912,26-03-2017,46,Wholesale,USD,AXW291,12,1,8,1172.50,9380.00,879.38
SO - 0009933,26-03-2017,39,Wholesale,USD,AXW291,25,10,11,3497.40,38471.40,2937.82
SO - 0010047,26-03-2017,165,Distributor,USD,NXH382,51,28,11,1869.30,20562.30,1271.12
SO - 0010170,26-03-2017,11,Export,USD,AXW291,20,30,7,1889.40,13225.80,831.34
SO - 0008243,27-03-2017,76,Distributor,USD,AXW291,14,26,7,3946.30,27624.10,1578.52
SO - 0008246,27-03-2017,7,Wholesale,USD,AXW291,30,14,5,1681.70,8408.50,739.95
SO - 0008476,27-03-2017,87,Wholesale,USD,AXW291,6,1,10,1098.80,10988.00,747.18
SO - 0009068,27-03-2017,152,Distributor,USD,AXW291,29,26,10,3865.90,38659.00,1585.02
SO - 0009227,27-03-2017,143,Wholesale,USD,NXH382,57,3,11,6177.40,67951.40,5065.47
SO - 0009350,27-03-2017,149,Wholesale,USD,GUT930,32,26,9,1835.80,16522.20,917.90
SO - 0009358,27-03-2017,44,Wholesale,USD,AXW291,9,25,6,891.10,5346.60,605.95
SO - 0009638,27-03-2017,76,Wholesale,USD,AXW291,25,12,9,2807.30,25265.70,2049.33
SO - 0009940,27-03-2017,78,Wholesale,USD,AXW291,22,18,12,6452.10,77425.20,2903.45
SO - 0010077,27-03-2017,82,Wholesale,USD,GUT930,35,18,5,2331.60,11658.00,1095.85
SO - 0010270,27-03-2017,173,Wholesale,USD,AXW291,24,22,10,703.50,7035.00,464.31
SO - 0010745,27-03-2017,10,Wholesale,USD,AXW291,30,14,5,2566.10,12830.50,1026.44
SO - 0008351,28-03-2017,47,Distributor,USD,NXH382,49,27,7,1983.20,13882.40,1487.40
SO - 0008415,28-03-2017,59,Wholesale,USD,AXW291,14,25,7,2747.00,19229.00,1098.80
SO - 0008813,28-03-2017,45,Wholesale,USD,NXH382,53,3,10,1118.90,11189.00,783.23
SO - 0008931,28-03-2017,158,Wholesale,USD,AXW291,19,14,9,3999.90,35999.10,2719.93
SO - 0008938,28-03-2017,34,Wholesale,USD,GUT930,46,24,6,2646.50,15879.00,1243.86
SO - 0009060,28-03-2017,139,Distributor,USD,FLR025,62,28,6,5494.00,32964.00,2747.00
SO - 0009111,28-03-2017,64,Distributor,USD,AXW291,25,17,5,5695.00,28475.00,2676.65
SO - 0009442,28-03-2017,78,Wholesale,USD,AXW291,1,28,8,214.40,1715.20,124.35
SO - 0009748,28-03-2017,9,Wholesale,USD,FLR025,65,14,6,1929.60,11577.60,1562.98
SO - 0010209,28-03-2017,165,Distributor,USD,AXW291,24,25,12,1139.00,13668.00,740.35
SO - 0010582,28-03-2017,162,Export,USD,GUT930,38,27,8,2358.40,18867.20,1815.97
SO - 0008121,29-03-2017,20,Wholesale,USD,FLR025,65,2,12,5226.00,62712.00,3240.12
SO - 0008148,29-03-2017,139,Wholesale,USD,AXW291,7,24,9,716.90,6452.10,336.94
SO - 0008357,29-03-2017,63,Export,USD,AXW291,17,16,7,2398.60,16790.20,1990.84
SO - 0008444,29-03-2017,111,Wholesale,USD,AXW291,16,25,12,1165.80,13989.60,722.80
SO - 0008730,29-03-2017,150,Distributor,USD,AXW291,23,2,10,1172.50,11725.00,996.63
SO - 0008970,29-03-2017,130,Wholesale,USD,AXW291,8,1,12,670.00,8040.00,569.50
SO - 0009395,29-03-2017,46,Wholesale,USD,NXH382,52,4,6,1051.90,6311.40,820.48
SO - 0009497,29-03-2017,17,Wholesale,USD,AXW291,12,26,12,5480.60,65767.20,3672.00
SO - 0009561,29-03-2017,143,Export,USD,AXW291,24,26,8,2566.10,20528.80,1206.07
SO - 0009680,29-03-2017,44,Wholesale,USD,NXH382,53,4,9,2438.80,21949.20,975.52
SO - 0010118,29-03-2017,158,Export,USD,GUT930,41,19,5,911.20,4556.00,473.82
SO - 0010178,29-03-2017,4,Distributor,USD,GUT930,37,12,12,1963.10,23557.20,1413.43
SO - 0010380,29-03-2017,82,Wholesale,USD,FLR025,63,29,8,221.10,1768.80,119.39
SO - 0008375,30-03-2017,100,Wholesale,USD,AXW291,12,12,7,214.40,1500.80,124.35
SO - 0008582,30-03-2017,98,Distributor,USD,NXH382,53,26,9,2351.70,21165.30,1552.12
SO - 0008768,30-03-2017,14,Distributor,USD,AXW291,20,1,6,3872.60,23235.60,1703.94
SO - 0009517,30-03-2017,79,Wholesale,USD,AXW291,4,5,12,2659.90,31918.80,2207.72
SO - 0009602,30-03-2017,113,Wholesale,USD,AXW291,15,2,8,3845.80,30766.40,2269.02
SO - 0009922,30-03-2017,43,Wholesale,USD,AXW291,25,25,11,2438.80,26826.80,1195.01
SO - 0010531,30-03-2017,134,Wholesale,USD,GUT930,42,5,9,1949.70,17547.30,1072.34
SO - 0008140,31-03-2017,113,Distributor,USD,AXW291,14,4,9,1989.90,17909.10,1392.93
SO - 0008579,31-03-2017,5,Export,USD,AXW291,20,3,5,2599.60,12998.00,1039.84
SO - 0008609,31-03-2017,2,Wholesale,USD,GUT930,38,25,8,2365.10,18920.80,1419.06
SO - 0008733,31-03-2017,107,Wholesale,USD,GUT930,41,13,12,5567.70,66812.40,4175.78
SO - 0009665,31-03-2017,35,Wholesale,USD,AXW291,14,2,7,1172.50,8207.50,621.43
SO - 0010347,31-03-2017,86,Wholesale,USD,GUT930,38,6,12,844.20,10130.40,379.89
SO - 0010766,31-03-2017,33,Distributor,USD,AXW291,1,10,10,3939.60,39396.00,1851.61
SO - 0008506,01-04-2017,13,Distributor,USD,GUT930,34,15,8,1882.70,15061.60,1355.54
SO - 0008834,01-04-2017,24,Wholesale,USD,NXH382,56,4,7,1058.60,7410.20,455.20
SO - 0009128,01-04-2017,123,Wholesale,USD,AXW291,4,16,9,1862.60,16763.40,1564.58
SO - 0009323,01-04-2017,79,Distributor,USD,GUT930,38,5,6,837.50,5025.00,661.63
SO - 0009460,01-04-2017,33,Wholesale,USD,AXW291,5,13,10,2800.60,28006.00,1316.28
SO - 0009585,01-04-2017,141,Wholesale,USD,GUT930,46,11,11,6076.90,66845.90,4618.44
SO - 0009598,01-04-2017,50,Wholesale,USD,AXW291,14,6,9,1768.80,15919.20,1149.72
SO - 0009721,01-04-2017,43,Distributor,USD,AXW291,9,15,12,194.30,2331.60,110.75
SO - 0010193,01-04-2017,29,Distributor,USD,GUT930,45,11,6,1011.70,6070.20,495.73
SO - 0010353,01-04-2017,24,Distributor,USD,NXH382,58,18,8,3986.50,31892.00,2750.69
SO - 0010486,01-04-2017,124,Wholesale,USD,GUT930,39,22,7,2284.70,15992.90,1347.97
SO - 0008095,02-04-2017,62,Distributor,USD,GUT930,46,18,10,6070.20,60702.00,4127.74
SO - 0008166,02-04-2017,146,Export,USD,AXW291,24,13,5,1943.00,9715.00,1068.65
SO - 0008557,02-04-2017,141,Wholesale,USD,GUT930,33,4,7,268.00,1876.00,195.64
SO - 0008892,02-04-2017,62,Wholesale,USD,GUT930,33,17,11,5266.20,57928.20,4212.96
SO - 0010202,02-04-2017,138,Distributor,USD,AXW291,16,1,8,2331.60,18652.80,1865.28
SO - 0010465,02-04-2017,44,Export,USD,GUT930,41,29,10,1031.80,10318.00,546.85
SO - 0010674,02-04-2017,90,Wholesale,USD,NXH382,58,3,10,1708.50,17085.00,1383.89
SO - 0008309,03-04-2017,54,Distributor,USD,AXW291,19,5,7,1212.70,8488.90,715.49
SO - 0008585,03-04-2017,120,Wholesale,USD,NXH382,49,20,8,3390.20,27121.60,2339.24
SO - 0008651,03-04-2017,116,Distributor,USD,AXW291,7,17,12,1058.60,12703.20,635.16
SO - 0009191,03-04-2017,169,Distributor,USD,GUT930,31,29,9,194.30,1748.70,89.38
SO - 0009207,03-04-2017,96,Distributor,USD,AXW291,29,1,8,1728.60,13828.80,726.01
SO - 0008117,04-04-2017,122,Wholesale,USD,AXW291,12,11,11,2452.20,26974.20,1986.28
SO - 0008142,04-04-2017,155,Distributor,USD,AXW291,2,2,11,850.90,9359.90,697.74
SO - 0008253,04-04-2017,113,Wholesale,USD,AXW291,15,16,10,1105.50,11055.00,696.47
SO - 0008561,04-04-2017,35,Distributor,USD,AXW291,7,3,5,1005.00,5025.00,804.00
SO - 0008882,04-04-2017,9,Wholesale,USD,FLR025,66,13,7,194.30,1360.10,149.61
SO - 0009245,04-04-2017,39,Export,USD,AXW291,9,14,11,2211.00,24321.00,1216.05
SO - 0009435,04-04-2017,20,Distributor,USD,NXH382,58,2,12,1949.70,23396.40,896.86
SO - 0009881,04-04-2017,17,Export,USD,AXW291,21,23,11,2505.80,27563.80,1002.32
SO - 0010466,04-04-2017,79,Wholesale,USD,AXW291,22,3,6,5889.30,35335.80,4711.44
SO - 0010616,04-04-2017,23,Wholesale,USD,AXW291,12,20,7,3068.60,21480.20,2454.88
SO - 0008144,05-04-2017,157,Wholesale,USD,AXW291,10,3,8,6157.30,49258.40,3509.66
SO - 0008740,05-04-2017,77,Wholesale,USD,AXW291,15,20,5,1098.80,5494.00,769.16
SO - 0008986,05-04-2017,127,Wholesale,USD,AXW291,2,13,9,938.00,8442.00,750.40
SO - 0009478,05-04-2017,58,Distributor,USD,AXW291,5,15,11,2519.20,27711.20,1990.17
SO - 0009529,05-04-2017,104,Wholesale,USD,GUT930,35,22,10,5453.80,54538.00,3544.97
SO - 0009730,05-04-2017,173,Wholesale,USD,AXW291,9,25,6,2445.50,14673.00,1980.86
SO - 0009999,05-04-2017,158,Wholesale,USD,GUT930,37,25,10,2438.80,24388.00,1365.73
SO - 0008096,06-04-2017,109,Distributor,USD,GUT930,43,13,8,5996.50,47972.00,5097.03
SO - 0008308,06-04-2017,81,Wholesale,USD,AXW291,7,14,5,3852.50,19262.50,3236.10
SO - 0009281,06-04-2017,24,Wholesale,USD,GUT930,36,26,12,2512.50,30150.00,1231.13
SO - 0009827,06-04-2017,126,Wholesale,USD,AXW291,31,20,12,3986.50,47838.00,3229.07
SO - 0008735,07-04-2017,127,Wholesale,USD,AXW291,29,2,10,1695.10,16951.00,1406.93
SO - 0009130,07-04-2017,136,Distributor,USD,GUT930,42,25,12,2479.00,29748.00,1512.19
SO - 0009716,07-04-2017,57,Export,USD,GUT930,42,26,12,1822.40,21868.80,1093.44
SO - 0009942,07-04-2017,49,Wholesale,USD,GUT930,34,26,8,3819.00,30552.00,2978.82
SO - 0010461,07-04-2017,13,Wholesale,USD,GUT930,39,25,9,817.40,7356.60,678.44
SO - 0008560,08-04-2017,47,Wholesale,USD,GUT930,37,1,10,2499.10,24991.00,1949.30
SO - 0008563,08-04-2017,90,Distributor,USD,GUT930,36,28,8,5601.20,44809.60,2912.62
SO - 0008691,08-04-2017,161,Wholesale,USD,AXW291,26,25,11,683.40,7517.40,314.36
SO - 0009100,08-04-2017,99,Export,USD,FLR025,61,1,8,1795.60,14364.80,772.11
SO - 0009403,08-04-2017,73,Distributor,USD,NXH382,51,13,9,971.50,8743.50,709.20
SO - 0009650,08-04-2017,109,Distributor,USD,AXW291,4,2,6,1956.40,11738.40,1447.74
SO - 0009913,08-04-2017,160,Wholesale,USD,NXH382,48,2,8,1681.70,13453.60,706.31
SO - 0008454,09-04-2017,166,Distributor,USD,AXW291,11,5,5,3584.50,17922.50,2509.15
SO - 0008619,09-04-2017,98,Wholesale,USD,FLR025,61,2,7,201.00,1407.00,118.59
SO - 0008844,09-04-2017,111,Wholesale,USD,AXW291,15,2,9,2358.40,21225.60,1532.96
SO - 0008890,09-04-2017,138,Export,USD,AXW291,1,3,5,3631.40,18157.00,1561.50
SO - 0009090,09-04-2017,44,Distributor,USD,AXW291,4,2,7,3892.70,27248.90,2452.40
SO - 0009248,09-04-2017,154,Wholesale,USD,AXW291,3,25,5,3953.00,19765.00,3360.05
SO - 0009981,09-04-2017,13,Export,USD,AXW291,24,2,7,2988.20,20917.40,2390.56
SO - 0010207,09-04-2017,77,Wholesale,USD,GUT930,44,26,6,1011.70,6070.20,758.78
SO - 0008657,10-04-2017,147,Wholesale,USD,AXW291,24,3,5,1889.40,9447.00,1095.85
SO - 0008928,10-04-2017,112,Export,USD,NXH382,57,10,9,2626.40,23637.60,1391.99
SO - 0009144,10-04-2017,80,Export,USD,AXW291,16,6,10,6304.70,63047.00,3026.26
SO - 0009461,10-04-2017,171,Wholesale,USD,AXW291,10,3,6,4013.30,24079.80,2929.71
SO - 0009516,10-04-2017,78,Wholesale,USD,GUT930,44,1,5,2398.60,11993.00,1223.29
SO - 0009738,10-04-2017,53,Wholesale,USD,AXW291,21,18,12,1943.00,23316.00,1632.12
SO - 0010066,10-04-2017,61,Wholesale,USD,AXW291,27,5,5,6003.20,30016.00,4322.30
SO - 0010307,10-04-2017,163,Wholesale,USD,NXH382,50,3,12,1159.10,13909.20,869.33
SO - 0010381,10-04-2017,167,Wholesale,USD,GUT930,33,13,12,3852.50,46230.00,2195.93
SO - 0010473,10-04-2017,86,Wholesale,USD,GUT930,43,16,6,2519.20,15115.20,1007.68
SO - 0010671,10-04-2017,111,Wholesale,USD,GUT930,40,14,7,1989.90,13929.30,1114.34
SO - 0008737,11-04-2017,89,Distributor,USD,NXH382,49,7,10,2974.80,29748.00,1546.90
SO - 0008746,11-04-2017,128,Distributor,USD,AXW291,15,16,10,2244.50,22445.00,920.25
SO - 0008757,11-04-2017,5,Wholesale,USD,FLR025,61,24,12,201.00,2412.00,166.83
SO - 0009414,11-04-2017,116,Distributor,USD,FLR025,62,26,5,1755.40,8777.00,754.82
SO - 0010496,11-04-2017,126,Export,USD,AXW291,28,19,6,1031.80,6190.80,433.36
SO - 0008251,12-04-2017,57,Wholesale,USD,NXH382,53,4,12,1701.80,20421.60,1021.08
SO - 0008422,12-04-2017,44,Distributor,USD,NXH382,52,16,7,1708.50,11959.50,1418.06
SO - 0008662,12-04-2017,88,Wholesale,USD,AXW291,11,4,9,730.30,6572.70,584.24
SO - 0008894,12-04-2017,27,Wholesale,USD,AXW291,26,6,7,2398.60,16790.20,1750.98
SO - 0009183,12-04-2017,85,Wholesale,USD,AXW291,12,5,9,911.20,8200.80,765.41
SO - 0009336,12-04-2017,29,Distributor,USD,AXW291,31,2,6,174.20,1045.20,69.68
SO - 0009463,12-04-2017,161,Wholesale,USD,NXH382,57,27,5,2713.50,13567.50,1600.97
SO - 0009670,12-04-2017,167,Wholesale,USD,AXW291,2,14,10,1085.40,10854.00,662.09
SO - 0010348,12-04-2017,68,Distributor,USD,AXW291,3,30,8,1929.60,15436.80,1196.35
SO - 0010393,12-04-2017,40,Export,USD,NXH382,49,26,12,897.80,10773.60,538.68
SO - 0010758,12-04-2017,127,Export,USD,NXH382,55,1,11,3959.70,43556.70,1742.27
SO - 0008155,13-04-2017,133,Wholesale,USD,AXW291,17,29,7,804.00,5628.00,353.76
SO - 0008391,13-04-2017,25,Wholesale,USD,GUT930,42,5,7,3906.10,27342.70,3046.76
SO - 0008397,13-04-2017,136,Wholesale,USD,NXH382,56,2,6,1943.00,11658.00,1515.54
SO - 0008493,13-04-2017,152,Distributor,USD,AXW291,29,24,6,1762.10,10572.60,1427.30
SO - 0008748,13-04-2017,42,Export,USD,AXW291,1,7,7,2338.30,16368.10,1028.85
SO - 0008815,13-04-2017,129,Export,USD,AXW291,12,3,8,984.90,7879.20,699.28
SO - 0008819,13-04-2017,50,Wholesale,USD,GUT930,36,18,8,6271.20,50169.60,3261.02
